index,Part,Nest,CutWidthAve,CutWidthHigh,CutWidthLow,Flatness,GDT_Data.FrontSurfacePt1,GDT_Data.FrontSurfacePt2,Sides_Parallelism123213,GDT_Data.PartNumber,Side1ToFront_Perpendicularity,Side1ToTop_Perpendicularity,GDT_Data.Side1_Pt1,GDT_Data.Side1_Pt2,GDT_Data.Side1_Pt3,GDT_Data.Side1_Pt4,GDT_Data.Side1_X_Angle,GDT_Data.Side1_Y_Angle,Side2ToFront_Perpendicularity,Side2ToTop_Perpendicularity,GDT_Data.Side2_Pt1,GDT_Data.Side2_Pt2,GDT_Data.Side2_Pt3,GDT_Data.Side2_Pt4,GDT_Data.Side2_X_Angle,GDT_Data.Side2_Y_Angle,Sides_Parallelism,GDT_Data.Spare[0],GDT_Data.Spare[10],GDT_Data.Spare[11],GDT_Data.Spare[12],GDT_Data.Spare[13],GDT_Data.Spare[14],GDT_Data.Spare[15],GDT_Data.Spare[16],GDT_Data.Spare[17],GDT_Data.Spare[18],GDT_Data.Spare[19],GDT_Data.Spare[1],GDT_Data.Spare[2],GDT_Data.Spare[3],GDT_Data.Spare[4],GDT_Data.Spare[5],GDT_Data.Spare[6],GDT_Data.Spare[7],GDT_Data.Spare[8],GDT_Data.Spare[9],GDT_Data.TopSurfacePt1,GDT_Data.TopSurfacePt2,GDT_Data.TopSurfacePt3,GDT_Data.TopSurfacePt4,GDT_Data.TopSurfacePt5,GDT_Data.TopSurfacePt6,GDT_Data.TopSurfacePt7,GDT_Data.TopSurface_X_Angle,HydroMES.AxialNonUniformityGrade,HydroMES.AxialNonUniformityRating,HydroMES.CTLStatus,HydroMES.CellContrastGrade,HydroMES.CellContrastRating,HydroMES.CellModulationGrade,HydroMES.CellModulationRating,HydroMES.DataMatrix_Code,HydroMES.Date,HydroMES.Feature101Data,HydroMES.Feature22DataHigh,HydroMES.Feature22DataLow,HydroMES.Feature91Data,HydroMES.Feature93Data,HydroMES.Feature94Data,HydroMES.Feature95Data,HydroMES.Feature99Data,HydroMES.FixedPatternDamageGrade,HydroMES.FixedPatternDamageRating,HydroMES.FlatnessStatus,HydroMES.GridNonUniformityGrade,HydroMES.GridNonUniformityRating,HydroMES.JobNumber,HydroMES.JobNumberTrimmed,HydroMES.OperatingCrew,HydroMES.OperatorID,HydroMES.OverallDimStatus,HydroMES.ParallelismStatus,HydroMES.PartMarkingStatus,HydroMES.PerpendicularityStatus,HydroMES.ReferenceDecodeGrade,HydroMES.ReferenceDecodeRating,HydroMES.SerialNumber,HydroMES.SupplierCode,HydroMES.Time,HydroMES.Type,HydroMES.UnusedErrorCorrectionGrade,HydroMES.UnusedErrorCorrectionRating,Model.CutWidth_HighLimit,Model.CutWidth_LowLimit,Model.Flatness_HighLimit,Model.Flatness_LowLimit,Model.Height,Model.Length,Model.Name,Model.Parellelism_HighLimit,Model.Parellelism_LowLimit,Model.SideToFrontPerp_HighLimit,Model.SideToFrontPerp_LowLimit,Model.SideToTopPerp_HighLimit,Model.SideToTopPerp_LowLimit,Model.TypeCode,Model.Width,RejectCode,Status
64,5,1,118.124794,118.1291504,118.1160355,0.12670365,-4.568999767,-4.467999935,0.071442723,R47,0.019312326,0.024234273,1.448858261,1.483626127,1.381364226,1.394292593,-0.02907226,-0.041599799,0.004609876,0.044612784,0.825532973,0.875783563,0.902945936,0.941639602,-0.054214139,-0.038003281,0.025128586,0.03236448,2.538537741,2.438116074,2.290163279,2.225090742,2.243327379,2.360850573,2.33180666,0.094749965,0.275520116,0.086558342,92.00450134,0,0,0.03754697,0.119807817,-0.05597904,0.054723926,0.049523957,0.073525906,43.93730164,9.776828766,20.64704323,-50.782341,37.22215652,-60.43925476,-58.12068939,0,,0,1,,0,,0,,1/29/2025,0.024234273,118.1291504,118.1160355,0.025128586,0.019312326,0.104376554,0.004609876,0.044612784,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,,6,33:55.2,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
94,5,1,118.1261826,118.1317291,118.1174622,0.1125166,-4.572999954,-4.471000195,0.072150029,R47,0.01232146,0.023197614,1.444499612,1.484934807,1.380175591,1.39813745,-0.035594728,-0.040086184,0.00202609,0.0455571,0.822839677,0.883072853,0.900526643,0.945410371,-0.064071834,-0.037142642,0.026566882,0.039005943,2.521822691,2.411527395,2.291148424,2.221489191,2.24345088,2.353904486,2.315890074,0.091302477,0.270495176,0.084598102,94.70764923,0,0,0.041159116,0.108499177,-0.052909713,0.060408928,0.046610449,0.081038631,48.62766266,11.13320065,17.39258194,-50.92821121,39.77943802,-53.7925415,-56.754776,0,,0,1,,0,,0,,1/29/2025,0.023197614,118.1317291,118.1174622,0.026566882,0.01232146,0.105382435,0.00202609,0.0455571,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,,6,39:34.0,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
124,5,1,118.1245651,118.1345367,118.1207352,0.11165968,-4.603000164,-4.492000103,0.078516431,R47,0.008137705,0.022336587,1.444668412,1.489861488,1.3878057,1.401277542,-0.035758,-0.038580917,0.014535558,0.042891264,0.814929724,0.872166157,0.901846349,0.940588117,-0.05850153,-0.041204832,0.021527363,0.042467389,2.549737453,2.435048819,2.275992393,2.210018158,2.227996111,2.352656603,2.308643341,0.087873995,0.301557213,0.093850374,99.85248566,0,0,0.043003142,0.12848933,-0.051072843,0.06307596,0.053881809,0.082040474,53.21704865,15.79026127,19.19014359,-49.82807159,46.02441406,-62.67186737,-69.07659149,0,,0,1,,0,,0,,1/29/2025,0.022336587,118.1345367,118.1207352,0.021527363,0.008137705,0.122293644,0.014535558,0.042891264,,0,2,,0,25410076,5410076,A,,2,1,0,1,,0,,6,45:12.0,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,3300,0
154,5,1,118.1322861,118.1368561,118.1235886,0.11056016,-4.613999844,-4.487999916,0.089126647,R47,0.007268093,0.022756904,1.444765687,1.490765452,1.389585972,1.407589555,-0.039011925,-0.036699962,0.004095164,0.046026867,0.825817645,0.888190091,0.897202432,0.940079331,-0.064152569,-0.032699447,0.025896236,0.043791011,2.53333807,2.415554047,2.281952143,2.211141109,2.225728273,2.354557514,2.310236216,0.08358983,0.307092875,0.074478038,95.61975861,0,0,0.04564444,0.119371869,-0.050691042,0.06478738,0.045702025,0.086257122,46.77905273,10.19013786,18.76354599,-50.40047073,41.21928406,-55.89463043,-60.44041824,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.022756904,118.1368561,118.1235886,0.025896236,0.007268093,0.107219465,0.004095164,0.046026867,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,866,6,49:35.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
35,6,1,118.1015625,118.1132202,118.0942383,0.09978089,-4.494999886,-4.448999882,0.032538343,R47,0.044814046,0.036438767,1.442326665,1.495705485,1.344580054,1.379040122,-0.053540383,-0.056874525,0.057663195,0.056597907,0.782232344,0.852357805,0.902376533,0.962495685,-0.079387888,-0.061084196,0.02390589,0.043364439,2.529953957,2.423357725,2.355875731,2.255205154,2.269766331,2.376852512,2.340494156,0.129540518,0.239962772,0.13912867,90.90396118,0,0,0.048924558,0.09082105,-0.067175522,0.076984212,0.072816916,0.095583789,37.85434723,22.45672607,30.78599358,-54.01675415,32.88720322,-57.41167831,-48.58835602,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.036438767,118.1132202,118.0942383,0.02390589,0.044814046,0.095266022,0.057663195,0.056597907,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,785,6,24:28.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
65,6,1,118.1065216,118.1136398,118.0970459,0.1040289,-4.547999859,-4.499000072,0.034660257,R47,0.044762935,0.038184576,1.446401834,1.499201536,1.347026467,1.375703573,-0.049662512,-0.059118964,0.048860438,0.053540189,0.792278826,0.857321382,0.902542293,0.960465133,-0.074951001,-0.056608003,0.015892908,0.040180113,2.535188437,2.436741114,2.319647551,2.238272667,2.247261524,2.384132862,2.350389481,0.134652555,0.235993013,0.12893346,85.35112,0,0,0.043564539,0.112012677,-0.067153081,0.075410634,0.068952084,0.089578301,33.08592224,10.80365181,26.66795349,-53.16122055,28.18989563,-48.1418457,-44.61367798,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.038184576,118.1136398,118.0970459,0.015892908,0.044762935,0.086247146,0.048860438,0.053540189,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,805,6,33:59.1,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
95,6,1,118.1099243,118.1186142,118.1030121,0.0954211,-4.563000202,-4.501999855,0.043148912,R47,0.054652557,0.044911992,1.45824182,1.503121257,1.349400043,1.378950238,-0.045367051,-0.061808545,0.060330424,0.058479212,0.7896837,0.846831501,0.905263722,0.963069975,-0.07006786,-0.061491739,0.014707402,0.031758849,2.522652388,2.443538189,2.320074558,2.236470461,2.250943899,2.379820585,2.355119467,0.140778482,0.266797185,0.140056923,84.54651642,0,0,0.037219442,0.110045791,-0.071495101,0.073196337,0.073987961,0.08571396,28.17167091,15.1099596,28.85526085,-57.52856827,23.01794434,-49.22924805,-42.44235229,0,,0,1,,0,,0,,1/29/2025,0.044911992,118.1186142,118.1030121,0.014707402,0.054652557,0.086383827,0.060330424,0.058479212,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,,6,39:37.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
125,6,1,118.1031876,118.1199799,118.09272,0.09461654,-4.565999985,-4.521999836,0.031123735,R47,0.045206457,0.04157484,1.448587298,1.506981373,1.354099631,1.386172295,-0.055142134,-0.057109222,0.070896894,0.055591676,0.771755755,0.840230048,0.900032461,0.959732533,-0.078126021,-0.065725446,0.029265516,0.042998739,2.544612646,2.440376043,2.315937519,2.23083806,2.237321854,2.388769627,2.345957041,0.130075067,0.249974459,0.149699837,89.71090698,0,0,0.047484241,0.119235083,-0.06734781,0.081357241,0.078627147,0.094289705,30.71962166,11.93178272,24.61070442,-56.52131271,29.18959427,-48.3074646,-48.77118683,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.04157484,118.1199799,118.09272,0.029265516,0.045206457,0.087240934,0.070896894,0.055591676,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,846,6,45:15.9,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
155,6,1,118.1132965,118.1211014,118.1059113,0.09224374,-4.56400013,-4.518000126,0.032538343,R47,0.048353806,0.041846588,1.458707333,1.510399222,1.35697186,1.390895128,-0.052184962,-0.058685601,0.049426772,0.058390684,0.784141004,0.852732956,0.896218002,0.957982421,-0.079456002,-0.057647619,0.016578857,0.042099103,2.527631044,2.424460649,2.316469193,2.233681202,2.235198975,2.373549223,2.339864731,0.133665502,0.231726363,0.131301343,79.92519379,0,0,0.046683911,0.11010737,-0.068729647,0.080708332,0.069200732,0.095972538,32.5968399,11.10052013,27.58795929,-50.42078781,25.50440788,-51.50686646,-44.96974945,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.041846588,118.1211014,118.1059113,0.016578857,0.048353806,0.084103703,0.049426772,0.058390684,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,867,6,49:39.0,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
36,7,1,118.1299057,118.153244,118.102005,0.12828352,-4.613999844,-4.552000046,0.043855876,R47,0.045578353,0.030571422,1.432481408,1.483203173,1.33814919,1.375153303,-0.053471502,-0.053683501,0.035056639,0.063936748,0.80250752,0.897661626,0.936388075,1.008948445,-0.102226831,-0.065032639,0.034985036,0.046925303,2.533100843,2.449286938,2.242356062,2.17592001,2.141010284,2.32197094,2.266628504,0.122272454,0.243133634,0.148121864,97.93082428,0,0,0.049614009,0.15530397,-0.067511089,0.07513164,0.06289155,0.105915755,36.98429871,45.37957001,38.05276871,-33.06046295,25.9525013,-70.90719604,-80.55125427,0,,0,1,,0,,0,,1/29/2025,0.030571422,118.153244,118.102005,0.034985036,0.045578353,0.125930831,0.035056639,0.063936748,,0,2,,0,25410076,5410076,A,,2,1,0,1,,0,,6,24:32.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,3300,0
66,7,1,118.135643,118.151886,118.1177063,0.12671711,-4.663000107,-4.568999767,0.066491611,R47,0.047235493,0.0327316,1.45735538,1.4981879,1.3580091,1.385666251,-0.041746471,-0.056199692,0.025829172,0.061674427,0.803219497,0.886184871,0.921076,0.987734258,-0.091199957,-0.058199201,0.035998866,0.034283888,2.537459612,2.472901821,2.209553957,2.166879892,2.136197567,2.326070786,2.283560038,0.128003478,0.285462499,0.13255766,86.94708252,0,0,0.037119057,0.17300868,-0.068238653,0.064483285,0.058840249,0.09118703,34.75276184,38.18021393,32.48078156,-32.80279541,24.06885147,-66.53837585,-76.76686859,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.0327316,118.151886,118.1177063,0.035998866,0.047235493,0.114947081,0.025829172,0.061674427,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,806,6,34:39.2,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
96,7,1,118.1383286,118.1566925,118.1199112,0.13026064,-4.657999992,-4.584000111,0.052344196,R47,0.043845631,0.034164466,1.447472811,1.499381661,1.351585746,1.384535313,-0.051723704,-0.05589876,0.026585799,0.059650853,0.804231048,0.895274639,0.926692843,0.998958707,-0.099541835,-0.059987031,0.030780809,0.043023366,2.521256447,2.438229561,2.224902391,2.165813923,2.133439779,2.317121029,2.265013456,0.12731804,0.253996223,0.136629716,85.521698,0,0,0.046749074,0.15667215,-0.06675034,0.07454478,0.059172444,0.098059483,34.39409637,36.88570023,33.83389664,-33.98950195,24.84571648,-66.52374268,-76.63599396,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.034164466,118.1566925,118.1199112,0.030780809,0.043845631,0.113521695,0.026585799,0.059650853,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,827,6,39:41.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
126,7,1,118.1350021,118.1562653,118.111908,0.1252917,-4.65899992,-4.579999924,0.055881049,R47,0.042056512,0.034887809,1.448989034,1.504845738,1.351339221,1.392836094,-0.059339862,-0.055613879,0.037870985,0.061361939,0.790764391,0.887323141,0.919983029,0.998780429,-0.106884636,-0.063841246,0.026802957,0.054135013,2.527895212,2.427759171,2.231337309,2.159193993,2.120366812,2.313205004,2.253534079,0.126669183,0.273337066,0.145408273,90.49062347,0,0,0.05612905,0.157232165,-0.065964833,0.086323813,0.064127184,0.110749841,38.48427963,39.60923767,36.63399124,-36.12166214,23.92086792,-69.87905884,-78.8813858,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.034887809,118.1562653,118.111908,0.026802957,0.042056512,0.118490621,0.037870985,0.061361939,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,847,6,45:19.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
156,7,1,118.1386185,118.1557617,118.1187668,0.13770087,-4.56400013,-4.518000126,0.032538343,R47,0.040530432,0.034660742,1.452890515,1.509945035,1.357248664,1.399701715,-0.060652789,-0.054612722,0.023254938,0.063907996,0.79252857,0.892742515,0.911899924,0.99236393,-0.110128425,-0.058089618,0.033968292,0.055734675,2.574759483,2.466847181,2.205397367,2.137411594,2.078070402,2.33258009,2.270250797,0.124388903,0.205554545,0.132308081,92.78347778,0,0,0.06201385,0.198199466,-0.06529481,0.087713972,0.057710037,0.114698589,29.8449707,39.53252411,35.38096237,-38.57149506,22.52959824,-73.2509613,-75.92781067,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.034660742,118.1557617,118.1187668,0.033968292,0.040530432,0.115460336,0.023254938,0.063907996,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,868,6,49:42.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
37,8,1,118.1742401,118.1939392,118.1546707,0.05389678,-4.604000092,-4.535999775,0.048100375,R47,0.10085161,0.03584088,1.497322559,1.471161246,1.327041507,1.314245701,0.023745514,-0.08679153,0.088836357,0.005909193,0.867213428,0.883019328,1.031071663,1.060754299,-0.027726606,-0.09061034,0.03225325,0.028005138,2.571167231,2.506801605,2.175472498,2.181139231,2.126000404,2.391130447,2.364453077,0.197681054,0.306580752,0.206378967,38.92207336,0,0,0.029564997,0.20627217,-0.09177871,-0.005063001,0.086503439,0.022553096,17.162323,4.523647785,10.45012856,-24.78540039,10.13667583,-32.99679565,-35.87319183,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.03584088,118.1939392,118.1546707,0.03225325,0.10085161,0.053035516,0.088836357,0.005909193,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,786,6,24:36.6,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
67,8,1,118.1778488,118.1958313,118.1623993,0.05512953,-4.630000114,-4.56099987,0.048807677,R47,0.100222923,0.035761815,1.520785093,1.469906569,1.354547739,1.308555126,0.059045807,-0.086895563,0.074659325,0.010504377,0.876197636,0.864742637,1.036378145,1.035141468,0.007735952,-0.087688826,0.035936557,-0.006422897,2.580075264,2.575700283,2.13179636,2.180624962,2.150235415,2.400545359,2.411756039,0.197917998,0.294014722,0.199724779,40.98773575,0,0,0.004663031,0.23258619,-0.091502689,-0.039418086,0.080279037,-0.016114628,16.30051613,0.564128637,8.19575882,-24.33700562,12.65072823,-28.74884033,-29.51163483,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.035761815,118.1958313,118.1623993,0.035936557,0.100222923,0.045812149,0.074659325,0.010504377,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,807,6,34:42.4,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
97,8,1,118.1812592,118.1941605,118.1690292,0.05235654,-4.644999981,-4.570000172,0.053051498,R47,0.110740609,0.031856421,1.511080384,1.479040146,1.337987661,1.315477252,0.033250231,-0.089300603,0.086056747,0.008358293,0.873799741,0.879180908,1.034756422,1.048573375,-0.011701821,-0.087627769,0.034080133,0.015757326,2.594610453,2.557600021,2.12398839,2.149940252,2.092180252,2.397156239,2.386905193,0.203395858,0.31507805,0.199585706,37.22184753,0,0,0.017122757,0.249242336,-0.096120462,-0.013634598,0.085283056,0.008045652,14.46784401,4.717680454,12.84244442,-28.24737549,4.974472046,-29.74872971,-30.7284317,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.031856421,118.1941605,118.1690292,0.034080133,0.110740609,0.045196272,0.086056747,0.008358293,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,828,6,39:49.4,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
127,8,1,118.1751404,118.1896286,118.1531067,0.05829912,-4.632999897,-4.546999931,0.060832515,R47,0.098431095,0.037614256,1.498664379,1.483518481,1.326697588,1.329984546,0.007228374,-0.086341687,0.089750521,0.008847534,0.853292286,0.884025097,1.022461176,1.056784272,-0.039653495,-0.090699166,0.030047905,0.046244022,2.558652163,2.455993891,2.18120265,2.162575006,2.090465784,2.371389866,2.337884426,0.19665648,0.336494237,0.20658128,38.33510971,0,0,0.04871856,0.197920159,-0.090715989,0.011539701,0.086904801,0.038080957,18.35797882,6.282316685,12.90253353,-24.46150017,9.87361145,-36.69586945,-25.62022781,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.037614256,118.1896286,118.1531067,0.030047905,0.098431095,0.055053849,0.089750521,0.008847534,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,848,6,45:23.6,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
157,8,1,118.1805344,118.1968613,118.1647034,0.06319388,-4.647999763,-4.570000172,0.055173408,R47,0.085465081,0.034508318,1.511815429,1.488828897,1.350040793,1.345523477,0.01676441,-0.080924951,0.065759353,0.006869832,0.859579682,0.881147265,1.005470157,1.034583569,-0.030891562,-0.079398841,0.033944096,0.035699248,2.567830563,2.486940622,2.153588057,2.157177448,2.085372686,2.38264823,2.35738802,0.184319019,0.299613655,0.180843085,36.58236694,0,0,0.037488353,0.217454463,-0.085023284,0.003860584,0.076371521,0.029360885,17.38347626,3.435335398,7.861442566,-25.19889069,2.583069324,-28.37333679,-23.91277885,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.034508318,118.1968613,118.1647034,0.033944096,0.085465081,0.045756813,0.065759353,0.006869832,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,869,6,49:54.3,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
38,9,1,118.093132,118.1181183,118.0643158,0.05638705,-4.635000229,-4.543000221,0.065076672,R47,0.039270539,0.020170381,1.446942091,1.492439747,1.339680076,1.374095082,-0.048709117,-0.05984401,0.080009341,0.058677148,0.755579531,0.841749489,0.904617071,0.972294331,-0.093774341,-0.074161485,0.056057308,0.046571292,2.447497606,2.372133732,1.980970383,2.000640631,1.875471115,2.247179985,2.195315838,0.136303961,0.336419761,0.168914214,23.39900017,0,0,0.048182346,0.252251655,-0.064741656,0.06518124,0.082627952,0.100709029,6.390673161,12.32535267,17.34662628,-3.951095581,-8.885501862,-24.91369057,-37.05237579,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.020170381,118.1181183,118.0643158,0.056057308,0.039270539,0.054399002,0.080009341,0.058677148,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,787,6,24:40.4,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
68,9,1,118.0966797,118.124588,118.0653458,0.06114775,-4.625999928,-4.561999798,0.045270823,R47,0.046711918,0.018456455,1.460191488,1.498788357,1.354547381,1.379774809,-0.038902789,-0.059592273,0.07466726,0.054673772,0.750263691,0.834184825,0.899939179,0.963894427,-0.090134956,-0.074109152,0.045751464,0.04417371,2.438867807,2.365624189,1.979755878,1.998617768,1.875680804,2.242848635,2.198407888,0.135730594,0.285966903,0.168795019,17.99643517,0,0,0.046420161,0.249171659,-0.06800878,0.061202325,0.080282524,0.094617784,4.337571621,10.74030876,15.02056694,-5.776359558,-10.85052109,-25.97586823,-30.82705879,0,,0,1,,0,,0,,1/29/2025,0.018456455,118.124588,118.0653458,0.045751464,0.046711918,0.045847625,0.07466726,0.054673772,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,,6,34:45.7,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
98,9,1,118.1017303,118.1232986,118.0786743,0.05333741,-4.69299984,-4.585000038,0.076394185,R47,0.037323792,0.021028675,1.464150071,1.495639324,1.361803532,1.378105283,-0.029130027,-0.058325116,0.063287556,0.053065963,0.766740143,0.836333513,0.903638959,0.955348492,-0.073937669,-0.067883208,0.041237187,0.028881431,2.443178177,2.39915204,1.94917655,1.992956161,1.879104376,2.240483999,2.21050334,0.132844433,0.345475316,0.154614478,16.82526207,0,0,0.030046463,0.265569687,-0.06388694,0.048283271,0.075286284,0.077842079,7.074448586,11.16185188,14.3700428,-3.341253281,-9.263373375,-25.42463493,-33.45521927,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.021028675,118.1232986,118.0786743,0.041237187,0.037323792,0.047825266,0.063287556,0.053065963,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,829,6,39:53.3,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
128,9,1,118.1008682,118.1287079,118.0719223,0.052910403,-4.642000198,-4.581999779,0.04244161,R47,0.044115383,0.022081405,1.456635237,1.503128767,1.353784204,1.383633137,-0.046532981,-0.058979265,0.07894624,0.053974103,0.752494812,0.836644292,0.903243244,0.968774319,-0.091234639,-0.075035803,0.047226418,0.04816319,2.433349848,2.355931997,1.973393202,1.990718603,1.863471627,2.23777318,2.176190376,0.13433437,0.283801943,0.170905605,29.07250977,0,0,0.050911278,0.24917154,-0.066868775,0.068536319,0.082161203,0.097961724,2.456053019,15.00028133,13.60271454,-4.913074493,-8.196224213,-24.65297699,-42.07222748,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.022081405,118.1287079,118.0719223,0.047226418,0.044115383,0.057072509,0.07894624,0.053974103,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,849,6,45:27.5,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
158,9,1,118.1074066,118.1293716,118.0873642,0.06884248,-4.643000126,-4.590000153,0.037489805,R47,0.036010139,0.024776001,1.454234242,1.505486727,1.358993888,1.386071563,-0.047744539,-0.056939125,0.057125282,0.058554102,0.76558274,0.851652265,0.898249805,0.964231789,-0.092679814,-0.065053657,0.039834779,0.046366956,2.423172474,2.342143536,1.970574737,1.98910737,1.861441851,2.225581408,2.180054665,0.129687652,0.25070256,0.148169741,20.7181263,0,0,0.049510095,0.2443728,-0.063310184,0.06922622,0.072580747,0.100391164,4.589379311,9.095602989,15.4032917,-2.665927172,-9.613225937,-28.31483459,-31.1193409,0,,0,1,,0,,0,4.70654E+15,1/29/2025,0.024776001,118.1293716,118.0873642,0.039834779,0.036010139,0.046522632,0.057125282,0.058554102,,0,1,,0,25410076,5410076,A,,1,1,0,1,,0,870,6,49:58.1,47,,0,118.5,118,0.119999997,-0.104999997,62.09999847,130.5,R47,0.300000012,-0.300000012,0.300000012,-0.300000012,0.25,-0.25,47,118,0,0
